"","text","sentiment"
"6063","stuck on with the heat blasting to try and thaw the water lines kinda disappointed for my first flight as a rr member","negative"
"6064","love how friendly your staff is when asking for updates on delayed flights causing missed connections ","negative"
"6065","dm sent thanks so much for responding your response was so timely i missed it","positive"
"6066","hates guitar players chgd for oversize and extra bag on my acoustic guitar epic fail","negative"
"6067","are passengers automatically rebooked on other flights if original is cancelled flighted for weather etc","neutral"
"6068","thank you for having flights going out of nashville you guys rock ","positive"
"6069","flt san jose ca gt denver co delayed 2 hrs but easily best flight  touchdown in all my years flying keep it up","negative"
"6070","thx ops agt rich westagard n flight att nancy  den airportheld flight n even saved seat 4 bus select ","positive"
"6071","yall the real mvp with these prices","positive"
"6072","ugh kicking myself for missing out on  i need some back in my life  httptcosbehi46bmk","neutral"
"6073","is there any chance i can get tickets for the vegas stop i missed my chance to enter the contest but i love id to death ","neutral"
"6074","any chance the flight i just took can count for  i mean i signed up with sw wifi in the air 22","neutral"
"6075","so i saw the promo for alist when i was on a plane this monday i fly two more times in the qualification period 12","neutral"
"6076","hilarious flight attendants on vegas to detroit tonight httptconw7vx7dgmf","neutral"
"6077","i spoke to soon my bag was lost ","negative"
"6078","about time is a must","neutral"
"6079","love bridesmaid dancing cant wait for you to fly into puerto vallarta and kick united ass","positive"
"6080"," it takes 135 hours to fly from chicago to beijing on united and 12 to fly from vegas to omaha on sw","neutral"
"6081","i ‚ùÔè you the only airline that understands us military families and our unpredictable changes pound it ˇëö","positive"
"6082","can i get tiks for omg id love to plz ˇò‚ùÔèim dying","positive"
"6083","humor aside weve been stuck on the plane for two hours at the gate because bags cant be loaded correctly what gives","negative"
"6084","weve been sitting at the gate for two hours waiting for bags to be loaded im telling herb","negative"
"6085","my pr class would luv to know whos in charge of your twitter how many people write your tweets ","neutral"
"6086","if you are giving tix to show would appreciate one or two for laˇòÑflying from phl to lax on friday","neutral"
"6087","any chance i can get tix for  i have been tweeting since january 26 about it ","neutral"
"6088","only 1 guest needs to change a flight on a reservation of 2 how can i do it i need this to happen say it canplease help","neutral"
"6089","inflight entertainment  tonight a willie nelson impersonator sang for the passengers httptcokcddod7uff","neutral"
"6090","had a very rude gate agent at bwi tonight gate b8 after a 65hr delay for flight  i think a little training is in order","negative"
"6091","looking forward to using passbook when i fly  in a few weeks","positive"
"6092","heard you are saving 30k a year on fuel not carrying around those skymalls ","neutral"
"6093","if a passngr requires wheelchair to gt on plane then sits in an exit row wld they b physically capable to help in emergency","neutral"
"6094","so there were earlybird checkins because i was told there were no flythroughs good flight otherwise ","neutral"
"6095","fantastic thank you","positive"
"6096","sat on a plane for 2 hrs on 215 then we finally took off ","negative"
"6097"," great flight from phoenix to dallas tonightgreat service and on time makes very happy httptcotkvcmhbpim","positive"
"6098","flight cancelled flighted tonight and was told i wont receive a travel voucher for the inconvenience is that really your policy","negative"
"6099","you guys are so clever ˇòÉ httptcoqn5odugfqk","positive"
"6100","i fly swa a lot  always purchase eb and never past a30 rethinking the swa process  very misleading","negative"
"6101","amazing view on the approach to lax tonight httptcoa68d5fulmh","positive"
"6102","today you sporadically changed my flight departure 5 times amp left two hours late flight uncharacteristic of u httptcotxhyj40llg","negative"
"6103"," i really appreciate you alls commercial that aired today during s ","positive"
